time,delivery_start,delivery_end,value,type
2015-07-17 22:45:00,2015-10,2015-10,476.25,a
2015-06-22 22:45:00,2015-11,2015-11,420.5,b
2015-06-23 22:45:00,2015-11,2015-11,441.25,a
2015-07-02 22:45:00,2015-09,2015-09,483.5,a
2015-07-14 22:22:00,2015-10,2015-10,481.75,a
2015-07-20 22:22:00,2015-10,2015-10,458,a
2015-07-23 22:22:00,2015-08,2015-08,458.25,a
2015-06-08 22:22:00,2015-09,2015-09,430.75,a
2015-05-27 20:00:00,2015-09,2015-09,410.75,a
2015-06-09 22:45:00,2015-11,2015-11,435,a
2015-07-13 20:00:00,2016-10,2016-10,465.5,a
2015-06-03 20:00:00,2015-12,2015-12,391,b
2015-07-15 22:45:00,2016-08,2016-08,445,b
2015-06-01 22:45:00,2015-12,2015-12,409,b
2015-07-29 22:45:00,2015-12,2015-12,406.25,b
2015-07-02 22:45:00,2015-11,2015-11,487.25,a
2015-05-21 22:22:00,2015-10,2015-12,431.25,a
2015-06-30 20:00:00,2015-10,2015-10,457.25,a
2015-06-01 22:22:00,2015-11,2015-11,419,a
2015-06-03 20:00:00,2015-08,2015-08,435.25,a
2015-07-06 22:45:00,2015-11,2015-11,485,a
2015-06-15 22:45:00,2015-10,2015-10,403.5,b
2015-06-05 22:22:00,2015-09,2015-09,425.5,a
2015-05-27 22:22:00,2015-11,2015-12,415.75,a
2015-05-15 22:22:00,2015-09,2015-09,427.5,a
2015-06-15 22:45:00,2015-08,2015-08,412.75,b
2015-05-20 22:45:00,2015-12,2015-12,420.25,b
2015-06-19 20:00:00,2015-09,2015-09,423.5,b
2015-05-22 20:00:00,2015-11,2015-11,431.25,a
2015-05-21 20:00:00,2015-10,2015-10,427.25,a
2015-06-30 20:00:00,2015-08,2015-08,457,a
2015-06-24 22:45:00,2015-12,2015-12,429.5,b
2015-07-13 22:22:00,2016-08,2016-08,472.75,a
2015-07-28 22:45:00,2015-11,2015-11,427.5,a
2015-06-19 22:22:00,2015-11,2015-11,428.75,a
2015-07-16 23:22:00,2015-08,2015-08,490,a
2015-06-24 22:45:00,2016-01,2016-01,436.5,b
2015-06-05 22:45:00,2015-10,2015-10,418,b
2015-05-13 22:22:00,2015-12,2015-12,428.5,a
2015-05-27 22:22:00,2015-10,2015-10,413.75,a
2015-05-07 22:22:00,2015-10,2015-12,427,a
2015-04-21 22:22:00,2015-09,2015-09,440.75,a
2015-06-22 22:45:00,2015-09,2015-09,434.25,a
2015-06-29 22:22:00,2015-11,2015-11,457.25,a
2015-07-23 20:00:00,2015-12,2015-12,448.5,a
2015-06-17 22:45:00,2016-01,2016-01,421.25,b
2015-06-19 20:00:00,2015-08,2015-08,438.5,a
2015-07-21 20:00:00,2015-12,2015-12,457.5,a
2015-06-12 20:00:00,2015-09,2015-09,413.75,b
2015-05-20 22:45:00,2015-10,2015-10,427.25,a
2015-07-07 20:00:00,2015-11,2015-11,469,b
2015-07-20 22:45:00,2015-08,2015-09,465,a
2015-06-09 20:00:00,2015-07,2015-07,449,a
2015-06-19 20:00:00,2016-01,2016-01,422.5,b
2015-06-18 20:00:00,2015-09,2015-09,425.25,b
2015-04-22 22:22:00,2015-11,2015-12,447.5,a
2015-05-15 22:45:00,2015-09,2015-09,417.5,b
2015-05-04 22:22:00,2015-08,2015-08,425.75,a
2015-06-25 22:45:00,2015-10,2015-10,439.25,b
2015-06-19 22:45:00,2015-09,2015-09,418.75,b
2015-06-11 22:22:00,2015-11,2015-11,426.25,a
2015-07-07 22:45:00,2015-10,2015-10,482,a
2015-06-05 22:45:00,2015-12,2015-12,423,b
2015-07-20 22:45:00,2015-10,2015-10,459,a
2015-05-26 22:45:00,2015-11,2015-11,423.25,a
2015-05-12 22:22:00,2015-08,2015-08,431,a
2015-06-23 22:07:00,2015-11,2015-11,439.25,a
2015-07-28 22:45:00,2016-10,2016-10,432.75,a
2015-06-18 20:00:00,2015-12,2015-12,422,b
2015-07-28 20:00:00,2015-12,2015-12,417.5,b
2015-06-09 22:45:00,2015-12,2015-12,436,a
2015-05-18 22:45:00,2015-11,2015-11,427.75,b
2015-04-28 22:22:00,2015-10,2015-12,435.5,a
2015-07-13 22:45:00,2015-10,2015-10,494.75,a
2015-07-20 22:22:00,2015-11,2015-11,461,a
2015-06-12 20:00:00,2015-11,2015-11,403.75,b
2015-05-28 22:22:00,2015-10,2015-10,418,a
2015-07-23 22:22:00,2016-09,2016-09,440.5,a
2015-06-01 22:22:00,2015-12,2015-12,421,a
2015-06-17 22:22:00,2015-08,2015-08,440.25,a
2015-07-22 22:22:00,2016-09,2016-09,441,a
2015-07-27 22:22:00,2015-08,2015-08,428,a
2015-06-24 20:00:00,2015-11,2015-11,439.25,a
2015-05-20 22:45:00,2015-09,2015-09,426.75,a
2015-07-03 22:22:00,2015-12,2015-12,489.25,a
2015-05-15 22:45:00,2015-09,2015-09,432.5,a
2015-05-15 20:00:00,2015-10,2015-10,422.5,a
2015-07-24 22:22:00,2015-08,2015-08,445.5,a
2015-07-28 22:45:00,2016-10,2016-10,397.75,b
2015-07-16 20:00:00,2015-11,2015-11,480.25,a
2015-04-30 22:22:00,2015-10,2015-12,433.5,a
2015-06-10 22:22:00,2015-11,2015-11,427.25,a
2015-07-23 20:00:00,2015-12,2015-12,441.5,b
2015-07-28 22:45:00,2015-11,2015-11,420.5,b
2015-05-27 20:00:00,2015-08,2015-08,420.75,a
2015-07-24 20:00:00,2015-09,2015-09,447.5,a
2015-05-15 22:45:00,2015-11,2015-11,424.75,b
2015-07-20 20:00:00,2015-09,2015-09,460,a
2015-07-09 22:45:00,2015-11,2015-11,474.25,a
2015-06-19 22:45:00,2015-10,2015-10,428.75,a
2015-07-09 22:45:00,2015-10,2015-10,474.25,a
2015-07-07 22:45:00,2015-11,2015-11,468,b
2015-06-16 20:00:00,2015-08,2015-08,427.75,a
2015-07-27 22:45:00,2015-11,2015-11,424.5,a
2015-07-22 22:45:00,2015-09,2015-09,457.75,a
2015-05-06 22:22:00,2015-10,2015-12,430.5,a
2015-05-27 22:45:00,2015-09,2015-09,413.75,a
2015-05-18 20:00:00,2015-10,2015-10,435.75,a
2015-07-14 22:22:00,2016-09,2016-09,463.75,a
2015-07-15 22:45:00,2016-09,2016-09,440,b
2015-07-24 22:22:00,2016-08,2016-08,436.75,a
2015-04-30 22:22:00,2015-08,2015-08,432.75,a
2015-07-17 22:22:00,2016-08,2016-08,450,a
2015-06-03 22:22:00,2015-09,2015-09,424.75,a
2015-07-08 22:45:00,2015-11,2015-11,469.25,b
2015-05-26 22:45:00,2015-08,2015-08,427,a
2015-07-28 20:00:00,2015-10,2015-10,425.5,a
2015-07-22 22:22:00,2015-08,2015-08,457.75,a
2015-07-28 22:45:00,2015-12,2015-12,435.5,a
2015-05-08 22:22:00,2015-11,2015-12,428.25,a
2015-07-02 20:00:00,2015-09,2015-09,472.5,b
2015-05-15 22:45:00,2015-12,2015-12,424.75,b
2015-07-01 20:00:00,2015-10,2015-10,481.5,a
2015-07-08 22:45:00,2015-10,2015-10,464.25,b
2015-05-20 22:22:00,2015-08,2015-08,431.75,a
2015-07-27 22:45:00,2015-12,2015-12,428.5,a
2015-07-28 22:45:00,2015-09,2015-09,427,a
2015-07-28 22:45:00,2015-10,2015-10,420.5,b
2015-07-28 22:45:00,2015-12,2015-12,421.5,b
2015-07-14 20:00:00,2015-09,2015-09,501.75,a
2015-06-18 22:45:00,2015-10,2015-10,418.25,b
2015-07-27 22:22:00,2016-08,2016-08,428,a
2015-07-29 22:45:00,2016-08,2016-08,431.25,a
2015-05-29 22:22:00,2015-10,2015-10,415,a
2015-07-21 22:22:00,2016-08,2016-08,449,a
2015-06-24 20:00:00,2015-07,2015-08,447,a
2015-06-17 22:22:00,2015-10,2015-10,435,a
2015-04-28 22:22:00,2015-08,2015-08,431.75,a
2015-07-23 22:45:00,2015-11,2015-11,433.75,b
2015-07-28 22:22:00,2016-08,2016-08,431.25,a
2015-07-28 20:00:00,2015-09,2015-09,430,a
2015-06-17 20:00:00,2015-10,2015-10,422,b
2015-07-28 20:00:00,2016-08,2016-08,436.25,a
2015-07-20 22:45:00,2015-12,2015-12,436,b
2015-05-22 22:45:00,2015-08,2015-08,421.75,b
2015-06-19 22:45:00,2015-08,2015-08,433.75,a
2015-07-24 22:22:00,2016-01,2016-01,457.75,a
2015-07-23 20:00:00,2015-10,2015-10,448.5,a
2015-07-29 22:45:00,2016-10,2016-10,427.75,a
2015-05-26 22:45:00,2015-11,2015-11,408.25,b
2015-07-24 22:45:00,2015-08,2015-09,447.5,a
2015-06-05 22:45:00,2015-08,2015-08,424.5,b
2015-06-17 22:45:00,2015-11,2015-11,435,a
2015-07-27 22:45:00,2015-09,2015-09,410,b
2015-07-15 22:22:00,2016-09,2016-09,460,a
2015-07-06 20:00:00,2015-12,2015-12,470,b
2015-07-29 22:45:00,2016-10,2016-10,392.75,b
2015-05-20 20:00:00,2015-11,2015-11,430.25,a
2015-06-09 22:45:00,2015-10,2015-10,435,a
2015-07-17 20:00:00,2016-08,2016-08,457.75,a
2015-06-15 23:23:00,2015-09,2015-09,407.75,b
2015-07-16 22:45:00,2015-10,2015-10,486,a
2015-06-01 22:45:00,2015-07,2015-07,437.25,a
2015-07-23 22:45:00,2015-11,2015-11,453.75,a
2015-06-11 22:45:00,2015-10,2015-10,424.25,a
2015-07-16 22:45:00,2015-11,2015-11,486,a
2015-05-22 22:45:00,2015-08,2015-08,436.75,a
2015-05-28 20:00:00,2015-07,2015-07,434.5,a
2015-05-15 22:45:00,2015-08,2015-08,427.5,b
2015-05-15 20:00:00,2015-08,2015-08,437.5,a
2015-07-29 20:00:00,2016-10,2016-12,432.75,a
2015-05-21 22:45:00,2015-09,2015-09,416.5,b
2015-04-24 22:22:00,2015-10,2015-12,436.25,a
2015-05-12 22:22:00,2015-12,2015-12,426,a
2015-07-01 22:45:00,2015-09,2015-09,464.5,b
2015-07-21 22:22:00,2016-09,2016-09,444,a
2015-04-22 22:22:00,2015-08,2015-08,442.5,a
2015-06-30 20:00:00,2015-11,2015-11,454.25,a
2015-07-10 22:45:00,2016-08,2016-09,452.75,b
2015-05-08 20:00:00,2015-08,2015-08,418.5,b
2015-07-17 22:22:00,2015-10,2015-10,471.25,a
2015-07-16 23:22:00,2016-08,2016-08,453.75,b
2015-07-09 20:00:00,2015-11,2015-11,489,a
2015-05-27 22:45:00,2015-08,2015-08,410.75,b
2015-06-10 22:45:00,2015-11,2015-11,420.25,b
2015-07-07 22:22:00,2015-10,2015-10,481,a
2015-05-13 22:22:00,2015-10,2015-10,426.5,a
2015-07-07 20:00:00,2015-12,2015-12,469,b
2015-07-15 22:45:00,2015-08,2015-09,489.5,a
2015-06-18 22:45:00,2015-09,2015-09,423.5,b
2015-06-22 20:00:00,2016-01,2016-01,417.75,b
2015-07-17 20:00:00,2016-10,2016-10,452.25,a
2015-06-05 22:45:00,2015-09,2015-09,414.5,b
2015-05-11 22:22:00,2015-11,2015-12,425.5,a
2015-06-09 22:45:00,2015-09,2015-09,422.5,b
2015-05-26 22:45:00,2015-12,2015-12,408.25,b
2015-05-26 22:45:00,2015-09,2015-09,402,b
2015-05-18 22:45:00,2015-09,2015-09,435.25,a
2015-07-14 22:45:00,2016-10,2016-12,436.75,b
2015-07-08 22:45:00,2016-01,2016-01,493,a
2015-05-11 22:22:00,2015-08,2015-08,426.5,a
2015-05-26 20:00:00,2015-08,2015-08,427,a
2015-07-10 22:45:00,2015-09,2015-09,484.75,a
2015-05-22 20:00:00,2015-09,2015-09,442.25,a
2015-07-16 23:22:00,2016-08,2016-08,457.75,a
2015-05-19 22:45:00,2015-08,2015-08,439.25,a
2015-06-11 22:45:00,2015-10,2015-10,414.25,b
2015-07-14 22:45:00,2016-08,2016-08,463.75,a
2015-06-26 20:00:00,2015-09,2015-09,450.75,a
2015-07-22 22:22:00,2015-09,2015-09,452.75,a
2015-07-10 22:22:00,2015-10,2015-10,483,a
2015-05-13 22:22:00,2015-11,2015-11,428.5,a
2015-07-28 22:45:00,2015-10,2015-10,427.5,a
2015-07-29 22:45:00,2016-08,2016-08,401.25,b
2015-07-20 20:00:00,2015-08,2015-08,460,a
2015-05-15 22:22:00,2015-10,2015-12,431.75,a
2015-05-26 22:22:00,2015-10,2015-12,420.25,a
2015-06-25 22:45:00,2015-08,2015-08,457.75,a
2015-05-20 22:45:00,2015-11,2015-11,427.25,a
2015-05-19 22:45:00,2015-11,2015-11,423.25,b
2015-05-15 22:45:00,2015-10,2015-10,424.75,b
2015-06-25 22:22:00,2015-10,2015-10,450.25,a
2015-05-12 22:22:00,2015-10,2015-10,424,a
2015-05-19 22:45:00,2015-10,2015-10,430.25,a
2015-05-28 20:00:00,2015-09,2015-09,415.75,a
2015-06-25 22:45:00,2015-10,2015-10,452.25,a
2015-06-17 22:45:00,2015-09,2015-09,425.25,b
2015-05-19 22:45:00,2015-09,2015-09,429.25,a
2015-07-24 22:45:00,2015-09,2015-09,442.5,a
2015-05-21 22:45:00,2015-12,2015-12,425.25,b
2015-07-10 22:45:00,2016-01,2016-01,499.75,a
2015-06-02 22:45:00,2015-12,2015-12,421,b
2015-06-01 22:22:00,2015-10,2015-10,417,a
2015-07-29 22:45:00,2016-09,2016-09,426.25,a
2015-06-01 22:45:00,2015-07,2015-07,422.25,b
2015-07-21 22:45:00,2015-11,2015-11,460.5,a
2015-05-08 20:00:00,2015-10,2015-10,428.25,a
2015-05-22 22:45:00,2015-09,2015-09,426.75,a
2015-05-19 22:22:00,2015-10,2015-12,428.25,a
2015-05-26 22:45:00,2015-12,2015-12,423.25,a
2015-07-28 22:45:00,2015-08,2015-09,430,a
2015-07-29 22:45:00,2015-10,2015-10,406.25,b
2015-07-29 22:45:00,2016-11,2016-12,427.75,a
2015-06-23 22:45:00,2015-12,2015-12,441.25,a
2015-06-19 22:45:00,2015-10,2015-10,413.75,b
2015-06-22 22:45:00,2015-09,2015-09,426.25,b
2015-06-15 22:45:00,2015-11,2015-11,408.5,b
2015-06-18 22:22:00,2015-10,2015-10,433.25,a
2015-07-23 20:00:00,2015-08,2015-09,442.75,b
2015-06-24 22:45:00,2015-08,2015-08,431.5,b
2015-07-14 22:45:00,2016-09,2016-09,443.75,b
2015-07-13 22:22:00,2015-10,2015-10,489.75,a
2015-05-11 22:22:00,2015-07,2015-07,438.5,a
2015-06-15 23:23:00,2015-12,2015-12,408.5,b
2015-06-12 20:00:00,2015-12,2015-12,414.5,b
2015-06-15 22:22:00,2015-08,2015-08,427.75,a
2015-07-16 20:00:00,2015-10,2015-10,490.25,a
2015-06-23 22:45:00,2015-11,2015-11,428.25,b
2015-05-27 22:45:00,2015-08,2015-08,420.75,a
2015-05-18 22:45:00,2015-09,2015-09,420.25,b
2015-07-01 20:00:00,2015-09,2015-09,482,a
2015-06-22 22:45:00,2015-10,2015-10,433.5,a
2015-06-24 22:45:00,2015-09,2015-09,441.5,a
2015-07-23 22:22:00,2015-10,2015-10,451.75,a
2015-06-03 22:45:00,2015-08,2015-08,422.75,b
2015-07-02 22:45:00,2015-10,2015-10,487.25,a
2015-05-08 22:22:00,2015-09,2015-09,421.5,a
2015-07-23 22:45:00,2015-10,2015-10,453.75,a
2015-07-28 20:00:00,2016-09,2016-09,408.25,b
2015-07-29 20:00:00,2015-11,2015-11,425.5,a
2015-07-14 20:00:00,2015-11,2015-11,491.75,a
2015-07-07 22:45:00,2015-10,2015-10,463,b
2015-07-27 21:07:00,2015-11,2015-11,433.5,a
2015-06-04 22:22:00,2015-11,2015-11,431,a
2015-05-20 22:45:00,2015-12,2015-12,427.25,a
2015-06-25 22:45:00,2015-11,2015-11,439.25,b
2015-07-21 22:45:00,2015-10,2015-10,460.5,a
2015-07-09 20:00:00,2015-12,2015-12,475,b
2015-07-06 20:00:00,2015-12,2015-12,488,a
2015-07-13 22:22:00,2016-09,2016-09,472.75,a
2015-06-30 22:45:00,2015-09,2015-09,462,b
2015-06-15 22:45:00,2015-09,2015-09,407.75,b
2015-06-19 22:45:00,2015-09,2015-09,426.75,a
2015-06-24 22:45:00,2015-10,2015-10,440.5,a
2015-06-17 22:45:00,2015-08,2015-08,425.25,b
2015-05-22 22:45:00,2015-12,2015-12,417.75,b
2015-07-28 22:45:00,2016-09,2016-09,406.25,b
2015-06-08 22:45:00,2015-11,2015-11,428.5,b
2015-06-22 22:22:00,2015-10,2015-10,433.5,a
2015-07-22 22:22:00,2016-08,2016-08,446,a
2015-06-04 22:22:00,2015-09,2015-09,428.25,a
2015-07-27 21:07:00,2016-10,2016-12,396,b
2015-05-27 20:00:00,2015-10,2015-10,416.75,a
2015-07-21 22:45:00,2015-08,2015-09,466.5,a
2015-07-15 22:45:00,2016-08,2016-08,460,a
2015-07-29 22:45:00,2015-09,2015-09,417.75,a
2015-07-16 22:22:00,2015-11,2015-11,481,a
2015-07-13 20:00:00,2016-12,2016-12,440.5,b
2015-06-08 22:45:00,2015-08,2015-08,427.75,b
2015-06-12 22:22:00,2015-11,2015-11,421.5,a
2015-05-19 22:45:00,2015-12,2015-12,423.25,b
2015-06-29 22:22:00,2015-08,2015-08,462,a
2015-07-15 22:22:00,2016-10,2016-10,461.75,a
2015-06-26 20:00:00,2015-08,2015-08,452.75,a
2015-05-15 22:45:00,2015-08,2015-09,437.5,a
2015-07-29 20:00:00,2015-12,2015-12,425.5,a
2015-05-21 20:00:00,2015-12,2015-12,427.25,a
2015-05-29 22:45:00,2015-07,2015-07,431.5,a
2015-06-03 22:45:00,2015-11,2015-11,421.75,b
2015-05-19 20:00:00,2015-09,2015-09,445.75,a
2015-07-13 20:00:00,2015-09,2015-09,479.75,a
2015-07-07 20:00:00,2015-10,2015-10,482,a
2015-07-08 20:00:00,2015-10,2015-10,471,b
2015-06-15 22:22:00,2015-12,2015-12,417.5,a
2015-07-27 22:45:00,2015-08,2015-09,418,b
2015-07-13 22:22:00,2015-12,2015-12,491.75,a
2015-06-05 20:00:00,2015-11,2015-11,423,b
2015-05-15 22:45:00,2015-10,2015-10,432.75,a
2015-06-19 20:00:00,2015-11,2015-11,431.25,a
2015-06-18 20:00:00,2015-07,2015-07,439.25,a
2015-07-08 22:22:00,2015-10,2015-10,479.25,a
2015-05-18 22:45:00,2015-08,2015-08,429.25,b
2015-06-09 22:45:00,2015-12,2015-12,428,b
2015-05-19 22:45:00,2015-12,2015-12,429.25,a
2015-06-12 22:45:00,2015-12,2015-12,414.5,b
2015-07-24 22:22:00,2015-11,2015-11,442.75,a
2015-06-02 20:00:00,2015-11,2015-11,415.25,a
2015-07-13 22:22:00,2015-09,2015-09,488.75,a
2015-07-16 22:22:00,2015-12,2015-12,481,a
2015-07-21 20:00:00,2015-11,2015-11,457.5,a
2015-07-27 21:07:00,2016-09,2016-09,428,a
2015-07-27 22:45:00,2015-10,2015-10,418.5,b
2015-06-26 20:00:00,2015-10,2015-10,447.25,a
2015-06-15 22:22:00,2015-10,2015-10,417.5,a
2015-05-29 22:22:00,2015-08,2015-08,425.25,a
2015-05-08 22:22:00,2015-07,2015-07,441,a
2015-07-07 22:45:00,2016-01,2016-01,492.75,a
2015-07-08 20:00:00,2015-10,2015-10,482,a
2015-06-08 22:22:00,2015-12,2015-12,433.5,a
2015-05-20 22:22:00,2015-10,2015-12,425.25,a
2015-06-03 22:45:00,2015-10,2015-10,416.75,b
2015-06-02 22:22:00,2015-11,2015-11,426,a
2015-05-07 22:22:00,2015-09,2015-09,420.25,a
2015-06-03 22:22:00,2015-11,2015-11,426.75,a
2015-06-23 22:45:00,2015-08,2015-08,432,b
2015-04-22 22:22:00,2015-09,2015-09,440.5,a
2015-06-11 22:45:00,2015-11,2015-11,419.25,b
2015-06-08 22:45:00,2015-12,2015-12,428.5,b
2015-05-18 22:22:00,2015-10,2015-12,434.75,a
2015-05-22 22:45:00,2015-12,2015-12,427.75,a
2015-06-16 20:00:00,2015-07,2015-07,431.25,a
2015-05-21 22:45:00,2015-09,2015-09,431.5,a
2015-06-24 22:45:00,2015-08,2015-08,446.5,a
2015-07-22 22:45:00,2015-08,2015-09,462.75,a
2015-07-07 20:00:00,2015-12,2015-12,483,a
2015-05-04 22:22:00,2015-10,2015-12,427.75,a
2015-07-16 22:22:00,2016-08,2016-08,455.75,a
2015-05-19 22:45:00,2015-10,2015-10,422.25,b
2015-06-22 22:45:00,2015-10,2015-10,420.5,b
2015-05-19 20:00:00,2015-11,2015-11,435.75,a
2015-06-12 22:45:00,2015-08,2015-08,418.75,b
2015-07-20 22:22:00,2016-09,2016-09,442.25,a
2015-06-12 22:45:00,2015-08,2015-08,428.75,a
2015-06-09 22:45:00,2015-07,2015-07,448,a
2015-06-23 22:45:00,2015-09,2015-09,434,b
2015-06-11 22:45:00,2015-12,2015-12,419.25,b
2015-05-21 22:45:00,2015-07,2015-07,445,a
2015-07-17 22:22:00,2015-11,2015-11,471.25,a
2015-07-01 20:00:00,2015-10,2015-10,461.5,b
2015-06-26 20:00:00,2015-09,2015-09,444.75,b
2015-06-30 22:22:00,2015-10,2015-10,487.5,a
2015-06-23 22:45:00,2015-12,2015-12,428.25,b
2015-07-13 20:00:00,2016-02,2016-02,501.75,a
2015-05-29 22:45:00,2015-12,2015-12,408,b
2015-06-16 22:45:00,2015-12,2015-12,415,b
2015-07-13 22:22:00,2016-10,2016-10,471,a
2015-05-21 22:45:00,2015-12,2015-12,432.25,a
2015-07-14 20:00:00,2015-09,2015-09,485.75,a
2015-07-07 22:22:00,2015-12,2015-12,483,a
2015-06-19 20:00:00,2016-01,2016-01,439.5,a
2015-07-03 22:22:00,2015-11,2015-11,487.25,a
2015-07-28 20:00:00,2015-12,2015-12,425.5,a
2015-07-13 20:00:00,2016-11,2016-11,440.5,b
2015-07-01 22:45:00,2015-12,2015-12,466.75,b
2015-06-16 22:22:00,2015-08,2015-08,434.75,a
2015-07-24 22:22:00,2015-12,2015-12,442.75,a
2015-05-28 22:22:00,2015-08,2015-08,422.5,a
2015-07-07 22:45:00,2015-09,2015-09,483.25,a
2015-07-16 20:00:00,2015-08,2015-08,489.5,a
2015-06-17 20:00:00,2015-07,2015-07,442.25,a
2015-04-27 22:22:00,2015-08,2015-08,430.5,a
2015-05-15 22:45:00,2015-08,2015-09,427.5,b
2015-05-26 22:45:00,2015-09,2015-09,419,a
2015-05-19 22:45:00,2015-09,2015-09,414.25,b
2015-07-20 22:45:00,2015-11,2015-11,459,a
2015-06-09 22:45:00,2015-11,2015-11,428,b
2015-06-01 22:45:00,2015-10,2015-10,418,a
2015-05-22 22:45:00,2015-07,2015-07,425,b
2015-06-12 22:45:00,2015-11,2015-11,414.5,b
2015-07-17 22:22:00,2016-10,2016-10,454.25,a
2015-06-08 22:22:00,2015-11,2015-11,433.5,a
2015-04-28 22:22:00,2015-09,2015-09,429.75,a
2015-07-29 22:45:00,2016-09,2016-09,401.25,b
2015-06-23 22:45:00,2015-10,2015-10,428.25,b
2015-07-08 22:22:00,2015-11,2015-11,481.25,a
2015-07-27 21:07:00,2016-08,2016-08,403,b
2015-06-02 20:00:00,2015-08,2015-08,415.25,b
2015-05-15 22:45:00,2015-08,2015-08,426.5,b
2015-07-14 20:00:00,2016-10,2016-10,466,a
2015-07-10 22:45:00,2015-10,2015-10,492,a
2015-06-22 22:45:00,2015-08,2015-08,424.25,b
2015-06-18 22:22:00,2015-11,2015-11,433.25,a
2015-06-12 22:45:00,2015-09,2015-09,413.75,b
2015-06-15 22:45:00,2015-08,2015-08,422.75,a
2015-06-05 22:22:00,2015-12,2015-12,428,a
2015-07-14 22:22:00,2016-08,2016-08,463.75,a
2015-07-08 22:45:00,2015-10,2015-10,479.25,a
2015-07-01 22:22:00,2015-12,2015-12,486.75,a
2015-07-23 22:22:00,2016-01,2016-01,468.5,a
2015-05-18 22:45:00,2015-10,2015-10,435.75,a
2015-07-10 22:45:00,2016-08,2016-09,467.75,a
2015-05-15 22:45:00,2015-08,2015-08,437.5,a
2015-07-15 22:45:00,2015-09,2015-09,479.5,a
2015-05-18 22:45:00,2015-11,2015-11,435.75,a
2015-07-23 22:22:00,2015-11,2015-11,452.75,a
2015-05-18 20:00:00,2015-08,2015-08,442.25,a
2015-05-18 22:45:00,2015-12,2015-12,435.75,a
2015-07-20 22:22:00,2016-08,2016-08,447.25,a
2015-06-03 20:00:00,2015-11,2015-11,421,b
2015-07-27 22:45:00,2015-10,2015-10,424.5,a
2015-05-20 20:00:00,2015-07,2015-07,442,a
2015-06-18 22:45:00,2015-12,2015-12,423.25,b
2015-06-17 20:00:00,2015-10,2015-10,430,a
2015-04-29 22:22:00,2015-08,2015-08,434.75,a
2015-07-06 22:45:00,2015-09,2015-09,486.5,a
