time,delivery_start,delivery_end,value,type
2015-09-10 22:45:00,2015-11,2015-11,422.25,a
2015-09-10 22:35:00,2015-11,2015-11,424.25,a
2015-09-10 22:35:00,2016-08,2016-08,421.75,a
2015-09-10 22:45:00,2015-10,2015-10,429.25,a
2015-09-10 22:45:00,2015-12,2015-12,416.25,b
2015-09-10 22:45:00,2016-08,2016-08,426.75,a
2015-09-10 22:45:00,2016-10,2016-10,416,a
2015-09-10 21:05:00,2015-10,2015-11,427.25,a
2015-09-10 21:05:00,2015-12,2015-12,429.25,a
2015-09-10 21:05:00,2016-09,2016-09,416.75,a
2015-09-10 22:45:00,2015-12,2015-12,429.25,a
2015-09-10 22:45:00,2016-09,2016-09,414.75,a
2015-09-10 21:05:00,2015-11,2015-11,428.25,a
2015-09-10 21:05:00,2016-08,2016-08,426.75,a
2015-09-10 21:05:00,2016-10,2016-10,418,a
2015-09-10 20:00:00,2015-10,2015-11,427.25,a
2015-09-10 20:00:00,2015-11,2015-11,428.25,a
2015-09-10 20:00:00,2016-08,2016-08,426.75,a
2015-09-10 20:00:00,2016-10,2016-10,418,a
2015-09-10 20:00:00,2015-12,2015-12,429.25,a
2015-09-10 20:00:00,2016-09,2016-09,416.75,a
2015-09-11 22:45:00,2015-10,2015-10,425,b
2015-09-11 22:45:00,2015-11,2015-11,433,a
2015-09-11 22:45:00,2016-08,2016-08,418.75,b
2015-09-11 22:45:00,2016-09,2016-09,413.75,b
2015-09-11 22:45:00,2016-10,2016-10,417.75,b
2015-09-11 22:45:00,2016-11,2016-11,417.75,b
2015-09-11 20:00:00,2015-11,2015-11,432,b
2015-09-11 20:00:00,2015-12,2015-12,442,b
2015-09-11 22:45:00,2015-10,2015-10,440,a
2015-09-11 22:45:00,2015-12,2015-12,442,a
2015-09-11 22:45:00,2016-08,2016-08,438.75,a
2015-09-11 22:45:00,2016-09,2016-09,426.75,a
2015-09-11 22:45:00,2016-10,2016-10,427.75,a
2015-09-11 20:00:00,2015-10,2015-10,437,a
2015-09-11 20:00:00,2015-11,2015-11,441,a
2015-09-11 20:00:00,2015-12,2015-12,442,a
2015-09-11 20:00:00,2016-08,2016-08,438.75,a
2015-09-11 20:00:00,2016-01,2016-01,458.25,a
2015-09-11 20:00:00,2016-09,2016-09,428.75,a
2015-09-11 20:00:00,2016-10,2016-10,429.75,a
2015-09-11 22:35:00,2015-10,2015-10,432,a
2015-09-11 22:35:00,2015-11,2015-11,437,a
2015-09-11 22:35:00,2016-08,2016-08,433.75,a
2015-09-11 22:35:00,2016-09,2016-09,427.75,a
2015-09-11 22:35:00,2016-10,2016-10,427.75,a
2015-09-11 22:35:00,2016-11,2016-11,434.75,a
2015-09-11 21:03:00,2015-10,2015-11,425,b
2015-09-11 21:03:00,2015-11,2015-11,441,a
2015-09-11 21:03:00,2016-09,2016-09,426.75,a
2015-09-11 21:03:00,2016-01,2016-01,458.25,a
2015-09-11 21:03:00,2015-10,2015-11,440,a
2015-09-11 21:03:00,2015-12,2015-12,442,a
2015-09-11 21:03:00,2016-08,2016-08,438.75,a
2015-09-11 21:03:00,2016-10,2016-10,429.75,a
2015-09-14 20:00:00,2015-11,2015-11,440,a
2015-09-14 20:00:00,2016-08,2016-08,437.75,a
2015-09-14 20:00:00,2016-10,2016-10,423.75,a
2015-09-14 20:00:00,2015-10,2015-10,439,a
2015-09-14 20:00:00,2015-12,2015-12,441,a
2015-09-14 20:00:00,2016-09,2016-09,428.75,a
2015-09-14 20:00:00,2016-11,2016-11,427.75,a
2015-09-14 22:45:00,2015-11,2015-11,446.5,a
2015-09-14 22:45:00,2016-08,2016-08,442.5,a
2015-09-14 22:45:00,2016-10,2016-10,432.25,a
2015-09-14 22:45:00,2015-10,2015-10,441.5,a
2015-09-14 22:45:00,2015-12,2015-12,448.5,a
2015-09-14 22:45:00,2016-09,2016-09,431.5,a
2015-09-14 22:45:00,2016-11,2016-11,432.25,a
2015-09-14 22:35:00,2016-09,2016-09,432.5,a
2015-09-14 22:35:00,2016-10,2016-10,432.25,a
2015-09-14 22:35:00,2015-11,2015-11,446.5,a
2015-09-14 22:35:00,2016-08,2016-08,442.5,a
2015-09-14 21:03:00,2015-10,2015-10,440.5,a
2015-09-14 21:03:00,2015-11,2015-11,446.5,a
2015-09-14 21:03:00,2015-12,2015-12,447.5,a
2015-09-14 21:03:00,2016-08,2016-08,423.5,b
2015-09-14 21:03:00,2016-09,2016-09,413.5,b
2015-09-14 21:03:00,2016-10,2016-10,419.25,b
2015-09-14 21:03:00,2016-11,2016-11,434.25,a
2015-09-14 21:03:00,2016-08,2016-08,442.5,a
2015-09-14 21:03:00,2016-09,2016-09,432.5,a
2015-09-14 21:03:00,2016-10,2016-10,434.25,a
2015-09-14 21:03:00,2016-01,2016-01,464.75,a
2015-09-15 20:00:00,2015-11,2015-11,446.5,a
2015-09-15 20:00:00,2016-09,2016-09,431.5,a
2015-09-15 20:00:00,2015-10,2015-10,445.5,a
2015-09-15 20:00:00,2015-12,2015-12,447.5,a
2015-09-15 20:00:00,2016-10,2016-10,428.5,a
2015-09-15 22:45:00,2015-10,2015-10,440.5,a
2015-09-15 22:45:00,2015-12,2015-12,443.5,a
2015-09-15 22:45:00,2016-09,2016-09,428.25,a
2015-09-15 22:45:00,2016-11,2016-11,429,a
2015-09-15 22:45:00,2015-11,2015-11,442.5,a
2015-09-15 22:45:00,2016-08,2016-08,435.25,a
2015-09-15 22:45:00,2016-10,2016-10,429,a
2015-09-15 22:35:00,2016-08,2016-08,435.25,a
2015-09-15 22:35:00,2016-11,2016-11,429,a
2015-09-15 22:35:00,2015-11,2015-11,441.5,a
2015-09-15 22:35:00,2015-12,2015-12,442.5,a
2015-09-15 22:35:00,2016-09,2016-09,428.25,a
2015-09-15 22:35:00,2016-10,2016-10,429,a
2015-09-15 21:10:00,2015-11,2015-11,442.5,a
2015-09-15 21:10:00,2016-08,2016-08,435.25,a
2015-09-15 21:10:00,2016-10,2016-10,431,a
2015-09-15 21:10:00,2016-01,2016-01,461.75,a
2015-09-15 21:10:00,2015-10,2015-10,441.5,a
2015-09-15 21:10:00,2015-12,2015-12,443.5,a
2015-09-15 21:10:00,2016-08,2016-08,420.25,b
2015-09-15 21:10:00,2016-09,2016-09,428.25,a
2015-09-15 21:10:00,2016-11,2016-11,431,a
2015-09-16 20:00:00,2015-10,2015-10,441.5,a
2015-09-16 20:00:00,2015-12,2015-12,443.5,a
2015-09-16 20:00:00,2016-01,2016-01,425.5,b
2015-09-16 20:00:00,2016-09,2016-09,428.25,a
2015-09-16 20:00:00,2016-11,2016-11,429,a
2015-09-16 20:00:00,2015-11,2015-11,442.5,a
2015-09-16 20:00:00,2016-01,2016-01,456.75,a
2015-09-16 20:00:00,2016-08,2016-08,430.25,a
2015-09-16 20:00:00,2016-10,2016-10,429,a
2015-09-16 22:45:00,2015-10,2015-10,436,a
2015-09-16 22:45:00,2015-12,2015-12,439,a
2015-09-16 22:45:00,2016-09,2016-09,425,a
2015-09-16 22:45:00,2016-11,2016-11,428.25,a
2015-09-16 22:45:00,2015-11,2015-11,438,a
2015-09-16 22:45:00,2016-08,2016-08,432,a
2015-09-16 22:45:00,2016-10,2016-10,428.25,a
2015-09-16 22:35:00,2015-11,2015-11,437,a
2015-09-16 22:35:00,2015-12,2015-12,438,a
2015-09-16 22:35:00,2016-08,2016-08,432,a
2015-09-16 22:35:00,2016-09,2016-09,425,a
2015-09-16 22:35:00,2016-10,2016-10,426.25,a
2015-09-16 22:35:00,2016-11,2016-11,426.25,a
2015-09-16 20:34:00,2015-10,2015-10,437,a
2015-09-16 20:34:00,2015-12,2015-12,439,a
2015-09-16 20:34:00,2016-08,2016-08,432,a
2015-09-16 20:34:00,2016-10,2016-10,428.25,a
2015-09-16 20:34:00,2016-01,2016-01,457.25,a
2015-09-16 20:34:00,2015-11,2015-11,438,a
2015-09-16 20:34:00,2016-09,2016-09,425,a
2015-09-16 20:34:00,2016-11,2016-11,428.25,a
2015-09-17 20:00:00,2015-10,2015-10,436,a
2015-09-17 20:00:00,2015-10,2015-10,431,a
2015-09-17 20:00:00,2015-12,2015-12,439,a
2015-09-17 20:00:00,2016-01,2016-01,421,b
2015-09-17 20:00:00,2016-09,2016-09,425,a
2015-09-17 20:00:00,2016-11,2016-11,426.25,a
2015-09-17 20:00:00,2015-10,2015-10,424,b
2015-09-17 20:00:00,2015-11,2015-11,437,a
2015-09-17 20:00:00,2016-01,2016-01,450.25,a
2015-09-17 20:00:00,2016-08,2016-08,427,a
2015-09-17 20:00:00,2016-10,2016-10,426.25,a
2015-09-17 22:45:00,2015-11,2015-11,429.75,a
2015-09-17 22:45:00,2015-12,2015-12,432.75,a
2015-09-17 22:45:00,2016-09,2016-09,420,a
2015-09-17 22:45:00,2016-11,2016-11,417.75,a
2015-09-17 22:45:00,2015-10,2015-10,429.75,a
2015-09-17 22:45:00,2015-12,2015-12,422.75,b
2015-09-17 22:45:00,2016-08,2016-08,432,a
2015-09-17 22:45:00,2016-10,2016-10,420.75,a
2015-09-17 22:35:00,2015-12,2015-12,431.75,a
2015-09-17 22:35:00,2016-08,2016-08,422,a
2015-09-17 22:35:00,2016-11,2016-11,420.75,a
2015-09-17 22:35:00,2015-11,2015-11,426.75,a
2015-09-17 22:35:00,2016-09,2016-09,417,a
2015-09-17 22:35:00,2016-10,2016-10,420.75,a
2015-09-17 20:49:00,2015-10,2015-10,429.75,a
2015-09-17 20:49:00,2015-11,2015-11,430.75,a
2015-09-17 20:49:00,2016-08,2016-08,427,a
2015-09-17 20:49:00,2016-10,2016-10,420.75,a
2015-09-17 20:49:00,2016-01,2016-01,451,a
2015-09-17 20:49:00,2015-12,2015-12,432.75,a
2015-09-17 20:49:00,2016-09,2016-09,420,a
2015-09-17 20:49:00,2016-11,2016-11,422.75,a
2015-09-17 20:00:00,2015-10,2015-10,417.75,b
2015-09-17 20:00:00,2015-11,2015-11,430.75,a
2015-09-17 20:00:00,2016-01,2016-01,444,a
2015-09-17 20:00:00,2016-08,2016-08,422,a
2015-09-17 20:00:00,2016-10,2016-10,420.75,a
2015-09-17 20:00:00,2015-10,2015-10,429.75,a
2015-09-17 20:00:00,2015-10,2015-10,424.75,a
2015-09-17 20:00:00,2015-12,2015-12,432.75,a
2015-09-17 20:00:00,2016-01,2016-01,414.75,b
2015-09-17 20:00:00,2016-09,2016-09,420,a
2015-09-17 20:00:00,2016-11,2016-11,420.75,a
2015-09-18 20:00:00,2015-11,2015-11,429.75,a
2015-09-18 20:00:00,2016-01,2016-01,441,a
2015-09-18 20:00:00,2016-09,2016-09,417,a
2015-09-18 20:00:00,2016-11,2016-11,420.75,a
2015-09-18 20:00:00,2015-10,2015-10,429.75,a
2015-09-18 20:00:00,2015-12,2015-12,432.75,a
2015-09-18 20:00:00,2016-08,2016-08,422,a
2015-09-18 20:00:00,2016-10,2016-10,420.75,a
2015-09-18 22:45:00,2015-10,2015-10,422.25,a
2015-09-18 22:45:00,2015-12,2015-12,427.25,a
2015-09-18 22:45:00,2016-09,2016-09,416.25,a
2015-09-18 22:45:00,2015-11,2015-11,422.25,a
2015-09-18 22:45:00,2016-08,2016-08,426.25,a
2015-09-18 22:45:00,2016-10,2016-10,417.75,a
2015-09-18 20:55:00,2015-10,2015-10,426.25,a
2015-09-18 20:55:00,2015-12,2015-12,427.25,a
2015-09-18 20:55:00,2016-09,2016-09,416.25,a
2015-09-18 20:55:00,2016-11,2016-11,420.75,a
2015-09-18 22:35:00,2015-11,2015-11,420.25,a
2015-09-18 22:35:00,2015-12,2015-12,425.25,a
2015-09-18 22:35:00,2016-08,2016-08,421.25,a
2015-09-18 22:35:00,2016-11,2016-11,420.75,a
2015-09-18 22:35:00,2016-09,2016-09,416.25,a
2015-09-18 22:35:00,2016-10,2016-10,420.75,a
2015-09-18 20:55:00,2015-11,2015-11,422.25,a
2015-09-18 20:55:00,2016-08,2016-08,426.25,a
2015-09-18 20:55:00,2016-10,2016-10,420.75,a
2015-09-18 20:55:00,2016-01,2016-01,443.5,a
2015-09-21 20:00:00,2015-11,2015-11,425.25,a
2015-09-21 20:00:00,2016-01,2016-01,438.5,a
2015-09-21 20:00:00,2016-09,2016-09,416.25,a
2015-09-21 20:00:00,2016-11,2016-11,420.75,a
2015-09-21 20:00:00,2015-12,2015-12,429.25,a
2015-09-21 20:00:00,2016-08,2016-08,421.25,a
2015-09-21 20:00:00,2016-10,2016-10,420.75,a
2015-09-21 22:45:00,2015-10,2015-10,419.5,b
2015-09-21 22:45:00,2015-11,2015-11,429.5,a
2015-09-21 22:45:00,2016-08,2016-08,433.75,a
2015-09-21 22:45:00,2016-10,2016-10,424.5,a
2015-09-21 22:45:00,2015-10,2015-10,429.5,a
2015-09-21 22:45:00,2015-12,2015-12,434.5,a
2015-09-21 22:45:00,2016-09,2016-09,423.75,a
2015-09-21 22:45:00,2016-11,2016-12,426.5,a
2015-09-21 22:35:00,2015-11,2015-11,429.5,a
2015-09-21 22:35:00,2015-12,2015-12,436.5,a
2015-09-21 22:35:00,2016-08,2016-08,428.75,a
2015-09-21 22:35:00,2016-11,2016-11,427.5,a
2015-09-21 22:35:00,2016-09,2016-09,423.75,a
2015-09-21 22:35:00,2016-10,2016-10,427.5,a
2015-09-21 21:18:00,2015-11,2015-11,429.5,a
2015-09-21 21:18:00,2016-09,2016-09,428.75,a
2015-09-21 21:18:00,2016-11,2016-11,427.5,a
2015-09-21 21:18:00,2015-12,2015-12,434.5,a
2015-09-21 21:18:00,2016-08,2016-08,430.75,a
2015-09-21 21:18:00,2016-10,2016-10,429.5,a
2015-09-21 21:18:00,2016-01,2016-01,446,a
2015-09-22 20:00:00,2015-11,2015-11,432.5,a
2015-09-22 20:00:00,2016-01,2016-01,446,a
2015-09-22 20:00:00,2016-09,2016-09,423.75,a
2015-09-22 20:00:00,2016-09,2016-10,427.5,a
2015-09-22 20:00:00,2016-11,2016-11,424.5,a
2015-09-22 20:00:00,2015-12,2015-12,435.5,a
2015-09-22 20:00:00,2016-08,2016-08,428.75,a
2015-09-22 20:00:00,2016-09,2016-10,421.75,a
2015-09-22 20:00:00,2016-10,2016-10,427.5,a
2015-09-22 22:45:00,2015-11,2015-11,425.5,a
2015-09-22 22:45:00,2016-08,2016-08,428.75,a
2015-09-22 22:45:00,2016-09,2016-09,421.75,a
2015-09-22 22:45:00,2015-10,2015-10,425.5,a
2015-09-22 22:45:00,2015-12,2015-12,430.5,a
2015-09-22 22:45:00,2016-09,2016-09,407.75,b
2015-09-22 22:45:00,2016-10,2016-11,419.75,a
2015-09-22 22:35:00,2015-11,2015-11,425.5,a
2015-09-22 22:35:00,2015-12,2015-12,427.5,a
2015-09-22 22:35:00,2016-01,2016-01,442.25,a
2015-09-22 22:35:00,2016-08,2016-08,423.75,a
2015-09-22 22:35:00,2016-09,2016-09,418.75,a
2015-09-22 22:35:00,2016-10,2016-10,422.75,a
2015-09-22 22:35:00,2016-11,2016-11,422.75,a
2015-09-22 20:29:00,2015-12,2015-12,430.5,a
2015-09-22 20:29:00,2016-09,2016-09,421.75,a
2015-09-22 20:29:00,2016-11,2016-11,424.75,a
2015-09-22 20:29:00,2015-11,2015-11,425.5,a
2015-09-22 20:29:00,2016-08,2016-08,423.75,a
2015-09-22 20:29:00,2016-10,2016-10,424.75,a
2015-09-22 20:29:00,2016-01,2016-01,442.25,a
2015-09-23 22:45:00,2015-11,2015-11,428.25,a
2015-09-23 22:45:00,2015-12,2015-12,433.25,a
2015-09-23 22:45:00,2016-09,2016-09,410.75,b
2015-09-23 22:45:00,2016-10,2016-10,422.25,a
2015-09-23 22:45:00,2016-11,2016-11,422.25,a
2015-09-23 22:45:00,2015-10,2015-10,428.25,a
2015-09-23 22:45:00,2015-12,2015-12,421.25,b
2015-09-23 22:45:00,2016-08,2016-08,430.75,a
2015-09-23 22:45:00,2016-09,2016-09,415.75,a
2015-09-23 22:45:00,2016-11,2016-11,409.25,b
2015-09-23 22:35:00,2015-11,2015-11,426.25,a
2015-09-23 22:35:00,2016-08,2016-08,425.75,a
2015-09-23 22:35:00,2016-11,2016-11,423.25,a
2015-09-23 22:35:00,2016-12,2016-12,425.25,a
2015-09-23 22:35:00,2015-12,2015-12,429.25,a
2015-09-23 22:35:00,2016-09,2016-09,420.75,a
2015-09-23 22:35:00,2016-10,2016-10,423.25,a
2015-09-23 21:11:00,2015-11,2015-11,427.25,a
2015-09-23 21:11:00,2016-09,2016-09,416.75,a
2015-09-23 21:11:00,2016-11,2016-11,417.25,a
2015-09-23 21:11:00,2015-12,2015-12,431.25,a
2015-09-23 21:11:00,2016-08,2016-08,428.75,a
2015-09-23 21:11:00,2016-10,2016-10,427.25,a
2015-09-23 21:11:00,2016-01,2016-01,444.75,a
2015-09-23 22:32:00,2015-12,2015-12,433.25,a
2015-09-23 22:32:00,2016-08,2016-08,425.75,a
2015-09-23 22:32:00,2015-11,2015-11,431.25,a
2015-09-23 22:32:00,2016-01,2016-01,444.75,a
2015-09-23 22:32:00,2016-09,2016-09,420.75,a
2015-09-23 22:32:00,2016-11,2016-11,422.25,a
2015-09-23 22:32:00,2016-10,2016-10,425.25,a
2015-09-24 20:00:00,2015-12,2015-12,433.25,a
2015-09-24 20:00:00,2016-08,2016-08,425.75,a
2015-09-24 20:00:00,2016-10,2016-10,425.25,a
2015-09-24 20:00:00,2015-11,2015-11,429.25,a
2015-09-24 20:00:00,2016-01,2016-01,444.75,a
2015-09-24 20:00:00,2016-09,2016-09,420.75,a
2015-09-24 20:00:00,2016-11,2016-11,422.25,a
2015-09-24 22:45:00,2015-11,2015-11,426.5,a
2015-09-24 22:45:00,2015-12,2015-12,431.5,a
2015-09-24 22:45:00,2016-09,2016-09,418.5,a
2015-09-24 22:45:00,2016-11,2016-11,419.5,a
2015-09-24 22:45:00,2015-12,2015-12,419.5,b
2015-09-24 22:45:00,2016-08,2016-08,428.5,a
2015-09-24 22:45:00,2016-10,2016-10,421.5,a
2015-09-24 20:39:00,2015-12,2015-12,429.5,a
2015-09-24 20:39:00,2016-08,2016-08,426.5,a
2015-09-24 22:35:00,2015-11,2015-11,424.5,a
2015-09-24 22:35:00,2016-01,2016-01,442.75,a
2015-09-24 22:35:00,2016-08,2016-08,423.5,a
2015-09-24 22:35:00,2016-11,2016-11,420.5,a
2015-09-24 22:35:00,2016-12,2016-12,422.5,a
2015-09-24 22:35:00,2015-12,2015-12,427.5,a
2015-09-24 22:35:00,2016-09,2016-09,418.5,a
2015-09-24 22:35:00,2016-10,2016-10,420.5,a
2015-09-24 20:39:00,2015-11,2015-11,425.5,a
2015-09-24 20:39:00,2016-09,2016-09,414.5,a
2015-09-24 20:39:00,2016-11,2016-11,414.5,a
2015-09-24 20:39:00,2016-10,2016-10,414.5,a
2015-09-24 20:39:00,2016-01,2016-01,442.75,a
2015-09-25 22:45:00,2015-12,2015-12,427,b
2015-09-25 22:45:00,2016-08,2016-08,435,a
2015-09-25 22:45:00,2016-10,2016-10,428,a
2015-09-25 22:45:00,2015-11,2015-11,434,a
2015-09-25 22:45:00,2015-12,2015-12,439,a
2015-09-25 22:45:00,2016-09,2016-09,425,a
2015-09-25 22:45:00,2016-11,2016-11,426,a
2015-09-25 22:35:00,2015-12,2015-12,435,a
2015-09-25 22:35:00,2016-09,2016-09,425,a
2015-09-25 22:35:00,2016-10,2016-10,427,a
2015-09-25 22:35:00,2015-11,2015-11,432,a
2015-09-25 22:35:00,2016-01,2016-01,450.25,a
2015-09-25 22:35:00,2016-08,2016-08,430,a
2015-09-25 22:35:00,2016-11,2016-11,427,a
2015-09-25 22:35:00,2016-12,2016-12,429,a
2015-09-25 20:54:00,2015-11,2015-11,442,a
2015-09-25 20:54:00,2016-09,2016-09,425,a
2015-09-25 20:54:00,2016-11,2016-11,426,a
2015-09-25 20:54:00,2015-10,2015-10,439,a
2015-09-25 20:54:00,2015-12,2015-12,443,a
2015-09-25 20:54:00,2016-08,2016-08,430,a
2015-09-25 20:54:00,2016-10,2016-10,426,a
2015-09-25 20:54:00,2016-01,2016-01,450.25,a
2015-09-28 22:45:00,2015-11,2015-11,431.75,a
2015-09-28 22:45:00,2015-12,2015-12,436.75,a
2015-09-28 22:45:00,2016-09,2016-09,422.75,a
2015-09-28 22:45:00,2016-11,2016-11,423.75,a
2015-09-28 22:45:00,2015-12,2015-12,424.75,b
2015-09-28 22:45:00,2016-08,2016-08,432.75,a
2015-09-28 22:45:00,2016-10,2016-10,425.75,a
2015-09-28 22:35:00,2015-11,2015-11,434.75,a
2015-09-28 22:35:00,2016-01,2016-01,448,a
2015-09-28 22:35:00,2016-08,2016-08,427.75,a
2015-09-28 22:35:00,2016-11,2016-11,424.75,a
2015-09-28 22:35:00,2016-12,2016-12,426.75,a
2015-09-28 22:35:00,2015-12,2015-12,436.75,a
2015-09-28 22:35:00,2016-09,2016-09,422.75,a
2015-09-28 22:35:00,2016-10,2016-10,424.75,a
2015-09-28 20:52:00,2015-12,2015-12,436.75,a
2015-09-28 20:52:00,2016-09,2016-09,425.75,a
2015-09-28 20:52:00,2016-10,2016-10,428.75,a
2015-09-28 20:52:00,2016-11,2016-11,423.75,a
2015-09-28 20:52:00,2015-11,2015-11,434.75,a
2015-09-28 20:52:00,2016-09,2016-09,411.75,b
2015-09-28 20:52:00,2016-10,2016-10,412.75,b
2015-09-28 20:52:00,2016-11,2016-11,408.75,b
2015-09-28 20:00:00,2015-11,2015-11,433.75,a
2015-09-28 20:00:00,2016-01,2016-01,453,a
2015-09-28 20:00:00,2016-09,2016-09,424.75,a
2015-09-28 20:00:00,2015-12,2015-12,436.75,a
2015-09-28 20:00:00,2016-08,2016-08,427.75,a
2015-09-28 20:00:00,2016-10,2016-10,426.75,a
2015-09-29 20:00:00,2015-11,2015-11,433.75,a
2015-09-29 20:00:00,2015-12,2015-12,436.75,a
2015-09-29 20:00:00,2016-01,2016-01,448,a
2015-09-29 20:00:00,2016-08,2016-08,427.75,a
2015-09-29 20:00:00,2016-09,2016-09,424.75,a
2015-09-29 20:00:00,2016-10,2016-10,426.75,a
2015-09-29 22:45:00,2015-11,2015-11,434,a
2015-09-29 22:45:00,2015-12,2015-12,439,a
2015-09-29 22:45:00,2016-09,2016-09,423.75,a
2015-09-29 22:45:00,2016-11,2016-11,424.75,a
2015-09-29 22:45:00,2015-12,2015-12,427,b
2015-09-29 22:45:00,2016-08,2016-08,433.75,a
2015-09-29 22:45:00,2016-10,2016-10,426.75,a
2015-09-29 22:35:00,2015-12,2015-12,439,a
2015-09-29 22:35:00,2016-08,2016-08,433.75,a
2015-09-29 22:35:00,2016-10,2016-10,429.75,a
2015-09-29 22:35:00,2015-11,2015-11,437,a
2015-09-29 22:35:00,2016-01,2016-01,449.75,a
2015-09-29 22:35:00,2016-09,2016-09,428.75,a
2015-09-29 21:07:00,2015-11,2015-11,434,a
2015-09-29 21:07:00,2016-08,2016-08,433.75,a
2015-09-29 21:07:00,2016-09,2016-09,428.75,a
2015-09-29 21:07:00,2015-10,2015-10,434,a
2015-09-29 21:07:00,2015-12,2015-12,439,a
2015-09-29 21:07:00,2016-09,2016-09,413.75,b
2015-09-29 21:07:00,2016-10,2016-10,414.75,b
2015-09-29 21:07:00,2016-01,2016-01,454.75,a
2015-09-29 21:07:00,2016-10,2016-10,424.75,a
2015-09-30 20:00:00,2015-11,2015-11,436,a
2015-09-30 20:00:00,2016-01,2016-01,449.75,a
2015-09-30 20:00:00,2016-09,2016-09,425.75,a
2015-09-30 20:00:00,2015-12,2015-12,439,a
2015-09-30 20:00:00,2016-08,2016-08,428.75,a
2015-09-30 20:00:00,2016-10,2016-10,427.75,a
2015-09-30 22:45:00,2015-11,2015-11,432.75,a
2015-09-30 22:45:00,2015-12,2015-12,437.75,a
2015-09-30 22:45:00,2016-09,2016-09,424,a
2015-09-30 22:45:00,2016-11,2016-11,426,a
2015-09-30 22:45:00,2015-12,2015-12,425.75,b
2015-09-30 22:45:00,2016-08,2016-08,434,a
2015-09-30 22:45:00,2016-10,2016-10,428,a
2015-09-30 22:35:00,2015-11,2015-11,434.75,a
2015-09-30 22:35:00,2016-08,2016-08,434,a
2015-09-30 22:35:00,2016-10,2016-10,431,a
2015-09-30 22:35:00,2015-12,2015-12,436.75,a
2015-09-30 22:35:00,2016-09,2016-09,429,a
2015-09-30 21:04:00,2015-12,2015-12,437.75,a
2015-09-30 21:04:00,2016-01,2016-01,453.75,a
2015-09-30 21:04:00,2016-09,2016-09,417,b
2015-09-30 21:04:00,2016-10,2016-10,418,b
2015-09-30 21:04:00,2015-11,2015-11,427.75,a
2015-09-30 21:04:00,2016-08,2016-08,434,a
2015-09-30 21:04:00,2016-09,2016-09,426,a
2015-09-30 21:04:00,2016-10,2016-10,426,a
